Categoria;Especie;Numero;Ano;Data;NUP;Normativo;Situacao;Legislacao;Palavras;Descricao;Interessados;Correlacoes;Link
Patentes;Nota PFE;345;2017;21/12/2017;52400.215739/2017-61;Não;Vigente;Art. 14 do Decreto-Lei 200/1967;Simplificação de procedimentos – redução do backlog;Trata-se de consulta sobre a possibilidade de simplificar o procedimento de exame de patente no INPI, no tocante à dispensa de verificação de autenticação da fotocópia da procuração apresentada pelo usuário. A Procuradoria entendeu não haver óbices à adoção do método, ressalvando as hipóteses em que houver indícios de irregularidade nos documentos. ;DIRPA;"Decreto 9094/2017 no âmbito do INPI
Parecer nº 0027-2015-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0
Nota nº 0169-2017-AGU/PGF/PFE/INPI/COOPI-DJT-2. 1";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/80-nota-no-0345-2017.pdf
Programas de Computador;Parecer PFE;52;2017;20/12/2017;52400.077232/2016-58;Não;Vigente;"Art. 2º da Lei nº 9609/98
Art. 37 e 170 da Constituição";Possibilidade de registro de programa de computador por empresa privada. ;Opinou-se no sentido da possibilidade dos registros por empresa privada, manifestando que o registro de programa de computador é direito autoral e, como tal, o direito a ele pertinente nasce da simples criação da obra, sendo facultado seu registro. Não há na Lei nada que preveja exclusividade do serviço ao INPI, não se verificando ilegalidade no ofertamento deste tipo de serviço. ;DIPTO;"Parecer nº 36/2015
Nota nº 292/2016
Parecer nº 12/2017
Parecer nº 29/2017";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/43-parecer-no-0052-2017.pdf
Marcas;Nota PFE;328;2017;12/12/2017;52400.167161/2017-20;Não;Vigente;Art. 124 e 158 da LPI;Comunicação de proibição de registro feita de forma inadequada. ;Trata-se de pedido de orientações sobre petição de suposto titular de direito autoral que dá notícias de fato impeditivo de concessão de registro marcário. Todavia, o peticionante não se utilizou do instrumento correto para questionar o registro de marca, qual seja, a oposição mediante pagamento da respectiva retribuição, conforme preceitua art. 158 c/c art. 124, XVII, da LPI. O INPI não possui banco de dados com todos os títulos de propriedade intelectual, de forma que o ônus do proprietário zelar sobre a efetiva proteção de seu direito. Opinou-se no sentido de orientar ao peticionário sobre o procedimento para impugnação do registro ou, em caso de transcurso do prazo para tal, orientar à propositura de ação anulatória. ;DIRMA;Registro marcário nº 913141607. ;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/79-nota-no-0328-2017.pdf
Patentes;Parecer PFE;34;2017;06/12/2017;52400.127208/2017-12;Não;Vigente;Art. 5º da Constituição Federal;Diretrizes de exame de pedido de patente na área de química. ;Trata-se da análise jurídica das diretrizes de exame de pedidos de patente na área química. A Procuradoria não levantou óbice jurídico à aprovação. Ressaltou-se que a divulgação dos critérios que norteiam o exame de patentes viabiliza a segurança jurídica, não cabendo ao INPI incrementar administrativamente o rol de matérias excluídas de proteção patentária estabelecido no INPI. ;DIRPA;Parecer nº 0001-2016- AGU/PGF/PFE/INPI/COOPI-LBC-1. 0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/24-parecer-no-0034-2017.pdf
Transferência de Tecnologia;Parecer PFE;47;2017;28/11/2017;52400.196224/2017-55;Não;Vigente;"Art. 13, I da Resolução INPI 199/17
Art. 598 do Código Civil";Necessidade de prazo determinado nos contratos de transferência de tecnologia;Traçando a diferenciação entre o significado de “termos” e “prazos”, responde-se à consulta sobre contratos que deixam de apontar termo de início e termo final, fundamentando-se o parecer na Res. INPI 199/2017, que indica a necessidade de indicação precisa dos termos inicial e final do contrato. Neste sentido, o INPI pode exigir o apontamento preciso dos referidos termos ou, em se tratando de contratos que envolvam a prestação de serviços, indica-se a inteligência do art. 598 do CC, que determina o prazo de 4 anos. ;CGTEC;Resolução INPI 199/2017;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/37-parecer-no-0047-2017.pdf
Patentes;Parecer PFE;48;2017;17/11/2017;52400.197992/2017-26;Não;Vigente;Art. 40, parágrafo único, da Lei nº 9.279, de 1996.;Resolução sobre prioridade de exame de pedido de patentes de produtos e processos farmacêuticos e de equipamentos e materiais relacionados à saúde pública. ;Trata-se de exame de resolução sobre prioridade de exame de pedido de patentes de produtos e processos farmacêuticos. A Procuradoria não levanta óbice jurídico à aprovação e ressalta que concedida a prioridade de patente, o benefício se estende à 2ª. instancia administrativa, de forma automática, sendo desnecessário fazer o requerimento novamente. É possível a concessão de prioridade em 2ª. instancia, desde que não concedida na 1ª. instancia. As epidemias de zika e chicungunya, bem como doenças raras demandam do INPI tratamento particular no trâmite dos pedidos o que justifica o deslocamento da fila, como previsto na minuta. ;DIRPA;Resolução nº 80, de 2013. ;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/38-parecer-no-0048-2017.pdf
Marcas;Parecer PFE;49;2017;17/11/2017;52400.194389/2017-92;Não;Vigente;Lei nº 11.419, de 19 de dezembro de 2006;Certificado de registro marcário com assinatura digital com validade expirada. ;Trata-se de consulta sobre assinatura digital com validade expirada. Opinou-se no sentido de que não há vício que acarrete a nulidade do ato administrativo com assinatura digital com validade expirada, uma vez que não há dúvida quanto à autenticidade do ato, tendo sido regular o acesso ao sistema IPAS. Não há violação à segurança da informação, não havendo necessidade de ratificar as decisões administrativas já proferidas, bem como de nova emissão dos certificados dos registros de marcas;DIRMA;"Memorando INPI/DIRMA/INPI/COGEF nº 05/2017
Nota nº 18-2013-AGU/PGF/PFE/INPI/COOPI-LBC-2. 2
Parecer nº 0002-2013-AGU/PGF/PFE/INPI/COOPI 
Parecer nº 0006-2014-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/40-parecer-no-0049-2017.pdf
Patentes;Parecer PFE;50;2017;17/11/2017;52400.200924/2017-51;Não;Vigente;"Medida Provisória 2.186-16/2001
Lei nº 13.123, de 20 de maio de 2015";Exigência. Depositante de pedido de patente. Número de cadastro junto ao SisGen. Acesso ao patrimônio genético nacional ou conhecimento tradicional associado. ;Formulação de exigência para o depositante de pedido de patente apresentar o número de cadastro junto ao SisGen, na hipótese de acesso ao patrimônio genético nacional ou conhecimento tradicional associado;DIRPA;Parecer nº 0006-2012-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/41-parecer-no-0050-2017.pdf
Marcas;Nota PFE;304;2017;17/11/2017;52400.121881/2016-68;Não;Vigente;"Art. 161 da Lei nº 9.279, de 1996
Art. 133 e 134 da Lei nº 9.279, de 1996";Pedidos de cessão, transferência e prorrogação de registro marcário apresentados por sucessores do patrimônio de sociedades empresárias distintas. ;Nota colacionada após parecer 39/2017, que compõem o mesmo documento e sobre o mesmo tema se referem. Trata-se de consulta acerca de validade de negócio jurídico de transferência realizado em data em que a empresa titular da marca já e encontrava extinta antes do pagamento da retribuição. Opinou-se no sentido de que o pagamento pode ser realizado por 3º interessado, não havendo ilegalidade na concessão do ato e de que o ato realizado por pessoa extinta pode ser convalidado desde que comprovada a boa-fé e o princípio da conservação dos atos jurídicos, previsto no art. 170 do CC. Extinção de pessoa jurídica não é motivo para extinção da marca. A titularidade do registro cabia a ex-sócio e a cessão se mostrou válida;DIRMA;Parecer nº 0039-2017-AGU/PGF/PFE/INPI/COOPI-DJT-1. 0,;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/78-nota-no-0304-2017.pdf
Desenhos industriais;Parecer PFE;46;2017;06/11/2017;52400.191659/2017-11;Não;Vigente;Art. 42 c/c Art. 109, parágrafo único, da Lei nº 9.279 de 1996;Desenhos industriais de autopeças. Controvérsia no âmbito do CADE. ;Acerca do registro de desenhos industriais de autopeças, manifestou-se que a LPI não distingue os mercados primário e secundário, não podendo o INPI adotar tal distinção quando concede o desenho industrial ou quando opina pela violação do direito de propriedade adquirido por registro. O efeito lockin não constitui por si só abuso de direito quando decorrente do exercício legítimo da criatividade humana, e materializado em um bem protegido pela propriedade industrial. Não se verifica a prática de evergreening pelos depositantes registro de desenho industrial. O registro de desenho industrial é prática comum no universo do design e não exclusiva das montadoras de veículos. ;DIRPA;Parecer nº 0044-2016-AGU/PGF/PFE/INPI/COOPI-DJT-1. 0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/36-parecer-no-0046-2017.pdf
Programas de Computador;Parecer PFE;19;2017;24/10/2017;52400.079216/2017-29;Não;Vigente;Art. 37 da Constituição Federal;Publicação de exigência com citação de norma já revogada;Trata-se de consulta sobre nulidade de ato publicado na RPI com citação de norma já revogada. Ato processual é mero instrumento utilizado para atingir determinada finalidade que, se atingida sem causar prejuízo às partes, acaba por convalidar o ato, não se declarando a nulidade. Os princípios da publicidade e da instrumentalidade das formas devem ser interpretados de maneira sistemática. Não se vislumbrou prejuízo à parte pela publicação do ato de maneira viciada, motivo por que opinou-sepela não anulação do ato. ;DIPTO;Instrução Normativa INPI nº 11/20136;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/10-parecer-no-0019-2017.pdf
Indicações geográficas;Nota PFE;274;2017;24/10/2017;52400.161537/2017-92;Não;Vigente;Acordo MERCOSUL-UE;Minuta de instrução normativa sobre o parecer de viabilidade de registro de indicações geográficas provenientes dos membros da União Europeia. ;Analisa novas modificações da minuta e ao final não identifica óbice legal à aprovação do ato administrativo. ;DIRMA;Parecer nº 0038-2017-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0. ;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/73-nota-no-0274-2017.pdf
Marcas;Nota PFE;276;2017;24/10/2017;829296980;Não;Vigente;Art. 2º da Lei nº 9784/99;Inconsistência no pagamento da retribuição de pedido de registro de marca. ;Trata-se da inconsistência de dados referentes ao pagamento de retribuição. Poderando sobre valores, a Procuradoria opinou pela manutenção de registro de marca, posto que os prejuízos que recaem sobre o INPI são bem menores que os poderiam recair diante da propositura de ação para anulação do referido registro, devendo ser reconhecida a preclusão, em respeito aos princípios da economia processual, da confiança e da eficiência. Além disso, não se registra prejuízo a terceiros ou má-fé do titular do registro. ;DIRMA;"Memorando COGER/CIPAD nº 13/2017
Notas 278 e 279 de 2017
Parecer nº 7/2017";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/74-nota-no-0276-2017.pdf
Marcas;Nota PFE;278;2017;24/10/2017;830706704;Não;Vigente;Art. 2º da Lei nº 9784/99;Marcas. Retribuições INPI. Inconsistência no pagamento da retribuição de pedido de registro de marca;Idêntico conteúdo da nota 276/2017. : trata-se da inconsistência de dados referentes ao pagamento de retribuição. Ponderando sobre valores, a Procuradoria opinou pela manutenção de registro de marca, posto que os prejuízos que recaem sobre o INPI são bem menores que os poderiam recair diante da propositura de ação para anulação do referido registro, devendo ser reconhecida a preclusão, em respeito aos princípios da economia processual, da confiança e da eficiência. Além disso, não se registra prejuízo a terceiros ou má-fé do titular do registro. ;DIRMA;"Nota 276/2017
Nota 279/2017
Parecer nº 7/2017";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/75-nota-no-278-2017.pdf
Marcas;Nota PFE;279;2017;24/10/2017;829559019;Não;Vigente;Art. 155 a 157 da LPI;Inconsistência do pagamento da retribuição do pedido de registro de marca;Mesmo conteúdo das notas 276 e 278 de 2017. Opina-se pela convalidação do ato pelas razões já expostas nas notas anteriores. ;DIRMA;Notas 276 e 278 de 2017;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/76-nota-no-0279-2017.pdf
Marcas;Nota PFE;280;2017;24/10/2017;830625038;Não;Vigente;Art. 124 e 155 a 157 da LPI;Duplicidade de pedido de registro sobre a mesma marca. ;Trata-se de duplicidade de pedidos de registro sobre a mesma marca ocorrida em virtude da demora de conciliação de dados da retribuição em sistema de registro eletrônico. Não se vislumbrou prejuízo a terceiros, ou má fé do requerente do registro e, em homenagem ao princípio da eficiência e economia processual, recomendou-se a manutenção do segundo registro em detrimento do primeiro, posto que mais adiantado o processo. ;DIRMA;Pedido de registro nº 014090001361;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/77-nota-no-0280-2017.pdf
Patentes;Nota PFE;268;2017;19/10/2017;52400.180055/2017-31;Não;Vigente;Art. 229-C da LPI;Procedimento preparatório no. 1. 30. 001. 003943/2017-46 (proposta de medida provisória que institui o procedimento simplificado de deferimento de pedidos de patente, depositados até o dia 30 de dezembro de 2016). ;Trata-se de análise de proposta de MP que institui procedimento simplificado de deferimento de pedidos de patentes. A Procuradoria esclarece que o parecer nº 0042-2017-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0 traz manifestação complementar à nota, concluindo que a proposta de MP traz medida adequada para solucionar o problema do acúmulo de pedidos de patentes, ressaltando, porém, que não há indicativos de contratação de grande número de servidores nos próximos anos no INPI. ;DIRPA;"Procedimento preparatório no. 1. 30. 001. 003943/2017-46
Parecer nº 0042-2017-AGU/PGF/PFE/INPI/COOPI-LBC-1. 0";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/72-nota-no-0268-2017.pdf
Patentes;Parecer PFE;42;2017;29/09/2017;52400.136923/2016-65;Não;Vigente;"Art. 37 da Constituição Federal
Art. 40 da LPI";Proposta de medida provisória para redução do estoque de pedidos de patente pendentes de exame. ;Trata-se da análise de minuta de proposição de Medida Provisória sobre o procedimento simplificado de deferimento de pedido de patente. A Procuradoria manifesta que a MP tem caráter excepcional e que a norma se exaure após a concessão de patentes;DIRPA;Parecer nº 01/2017/AGU/PGF/PFE-INPI;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/32-parecer-no-0042-2017.pdf
Patentes;Parecer PFE;41;2017;28/09/2017;52400.136923/2016-65;Não;Vigente;Art. 31 e 46 da LPI;Proposta de norma que viabiliza a redução do estoque de processos de patente pendentes no INPI. ;Trata-se da análise de minuta de proposição de Medida Provisória sobre o procedimento simplificado de deferimento de pedido de patente. A Procuradoria manifesta que não há óbice jurídico no tocante à minuta e, como a norma introduz regime de exceção à LPI, indica-se a necessidade de manejo de Medida Provisória para veiculação da norma. ;Presidência do INPI;Nota Técnica DIRPA Nº 021/2017;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/31-parecer-no-0041-2017.pdf
Indicações geográficas;Parecer PFE;38;2017;27/09/2017;52400.161537/2017-92;Não;Vigente;Acordo MERCOSUL-União Europeia. Art. 2º da Lei nº 5.648, de 1970;Minuta de instrução normativa que disciplina o registro de indicações geográficas provenientes do acordo União Europeia – Mercosul;I. A minuta tem como fonte normativa primária o art. 2º da Lei nº 5. 648, de 1970. II. O sistema jurídico de propriedade industrial prevê o recebimento pelo INPI de documentos em língua estrangeira. III. A isenção de retribuição para o registro de indicação geográfica depende de ato do Ministro da Indústria, Comércio Exterior e Serviços, porquanto se trata de um serviço previsto na Lei nº 9. 279, de 1996. IV. O Presidente do INPI é competente para estipular a isenção de retribuição concernente ao parecer técnico de viabilidade, posto que se trata de um serviço não tipificado na Lei nº 9. 279, de 1996. ;DIRMA;"Nota nº 0274-2017-AGU/PGF/PFE/INPI/COOPI-LBC-2. 15. 1. 6
Parecer nº 0037-2017- AGU/PGF/PFE/INPI/COOPI-LBC-1. 0";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2017/29-parecer-no-0038-2017.pdf
